ship_id,block_id,type,data
46,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sea-stars-ha-long/blog/46q5dy8hagmfbyz5.webp
46,5,paragraph,"Đặc biệt, VIP lounge của du thuyền cũng là điểm hẹn mà du khách không nên bỏ lỡ. Tại đây, ngoài những đồ uống hấp dẫn, du khách còn được thưởng thức âm nhạc trong không gian hiện đại và sang trọng.&nbsp;"
46,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sea-stars-ha-long/blog/mz1f29alae66jbi8.webp
46,7,paragraph,Bể bơi của du thuyền cũng là một điểm nhấn giúp du khách có những giờ phút thoải mái đắm mình trong làn nước xanh dịu mát. Phương pháp lọc ion không hóa chất sẽ luôn bảo đảm sức khỏe cho du khách.&nbsp;
46,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sea-stars-ha-long/blog/od62fw2l3bqmf2yk.webp
47,1,paragraph,"Được thiết kế theo phong cách và tiêu chuẩn của siêu du thuyền quốc tế, du thuyền Essence Grand Superyacht (có tên đầy đủ là Essence Grand Ha Long Bay SuperYacht) mang hơi thở của một resort đẳng cấp 6 sao giữa lòng di sản,diện tích các hạng phòng từ 45m2 và đều có ban công riêng đem lại không gian riêng tư và dễ chịu, để bạn có thể ngắm nhìn thiên nhiên bất cứ khi nào hoặc chiêm ngưỡng hoàng hôn tuyệt đẹp trải dài tận đường chân trời tít tắp<br>Hải trình của Essence Grand Cruise,du khách còn được tham gia các trò chơi vận động đầy hào hứng giữa thiên nhiên như chèo thuyền Kayak, tự do nghỉ ngơi trên bãi biển đầy nắng chan hoà hoặc men theo con đường để khám phá đỉnh núi với hơn 400 bậc đá và ngắm nhìn toàn cảnh Vịnh Hạ Long ở đảo Ti Tốp."
47,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-essencegrand/blog/wvpdy9trnvawhh1t.webp
47,3,paragraph,"Nằm trên tầng 5 và 6 của Siêu du thuyền La Siesta với tầm nhìn 360 độ ra Vịnh Hạ Long, Nhà hàng Cloud Nine và Lighthouse Sky Bar là một trong những địa điểm tuyệt vời nhất trên du thuyền để thư giãn và tạo ra những trải nghiệm khó quên. Trong khi Nhà hàng Cloud Nine sẽ đưa bạn vào một hành trình ẩm thực thông qua các món ăn Việt Nam với hương vị đặc trưng và các món ăn quốc tế được yêu thích, thì Lighthouse Sky Bar là nơi hoàn hảo để kết bạn mới và trò chuyện tán gẫu.
Nằm trên tầng 2 của Siêu du thuyền La Siesta, bể bơi vô cực nước mặn có tầm nhìn tuyệt đẹp ra Vịnh Hạ Long và bầu trời ngàn sao về đêm. Còn gì tuyệt hơn việc ngâm mình trong làn nước mát lạnh và thư giãn cơ bắp sau một ngày dài khám phá Vịnh Hạ Long. Bạn cũng có thể thư giãn tại Pool Bar với rất nhiều loại đồ uống như Royal Citrus Ritatini hoặc Smokey Rita.
"
47,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-essencegrand/blog/4efutb9vgywrnh3e.webp
48,1,paragraph,"Giống như tàu ngủ đêm cùng tên, du thuyền trong ngày Ambassador là du thuyền lớn nhất và sang trọng nhất trên vịnh Hạ Long. Một chuyến đi với Ambassador sẽ bao gồm những trải nghiệm cao cấp và các hoạt động thư giãn cho phép bạn khám phá vẻ đẹp lộng lẫy của vịnh Hạ Long một cách trọn vẹn nhất."
48,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-day-cruise/blog/srl6l8g1kpojk7x9.webp
48,3,paragraph,Bữa trưa tự chọn sang trọng đang chờ đón các du khách tàu ngày cùng Ambassador. Bạn sẽ có khoảng thời gian vui vẻ trong không gian nhà hàng sang trọng với hành trình khám phá ẩm thực quốc tế đa dạng với nguồn nguyên liệu chất lượng và phong cách chế biến độc đáo.
48,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-day-cruise/blog/o91psvtzhqabfbay.webp
48,5,paragraph,Chuyến du ngoạn với du thuyền trong ngày Ambassador sẽ tràn ngập các hoạt động trên tàu và khám phá vịnh Hạ Long. Bạn có thể ở lại tàu và thưởng thức đồ uống mát lạnh từ quầy bar hoặc đắm mình trong bể bơi Jacuzzi với tầm nhìn vô tận. 
48,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-day-cruise/blog/tbr816cyhw1m00ub.webp
48,7,paragraph,"Ngoài ra, du thuyền&nbsp;Ambassador II còn có dịch vụ spa giúp du khách thoải mái thư giãn trong 1 kì nghỉ tuyệt vời."
48,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-day-cruise/blog/drkwevedmxgvmdj0.webp
48,9,paragraph,"Đối với những người ưa khám phá, bạn có thể tham quan hang Sửng Sốt, leo lên đỉnh núi trên đảo Ti Tốp hoặc chèo thuyền kayak quanh Làng Ngọc Trai Tùng Sâu với rất nhiều điều thú vị.<br>"
49,1,paragraph,"Du thuyền Rosy Cruises là du thuyền 5 sao, gồm 1 du thuyền với tất cả 22 cabin. Rosy Cruises là du thuyền mới nhất tại vịnh Hạ Long được thiết kế bằng sắt kết hợp với chất liệu gỗ tạo vừa mang nét truyền thống hài hòa với hiện đại. Du thuyền Rosy Cruise chuyên tuyến Lan Hạ, nơi đây được bao quanh bởi những dãy núi đá vôi lớn mang lại không khí bình yên vô cùng. "
49,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/pirqo25bxiuud7cc.webp
49,3,paragraph,"Rosy Cruises ấn tượng với phong cách Châu Âu hiện đại, toàn bộ khu vực dịch vụ của du thuyền được làm bằng chất liệu gỗ làm chủ đạo, mang tới không gian gần gũi và ấm cúng."
49,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/rnlkisgj1fxdg1ay.webp
49,5,paragraph,"Hệ thống phòng nghỉ trên du thuyền 5 sao được chia ra những hạng phòng sau:&nbsp;Phòng Junior Suite,&nbsp;Phòng Senior Suite,&nbsp;Phòng Family VIP,&nbsp;Phòng Honeymoon Terrace - VIP."
49,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/xbxme6khhvtvwksz.webp
49,7,paragraph,Tất cả phòng ngủ của du thuyền đều được trang bị bồn tắm và ban công riêng mang tới không gian vô cùng sang trọng
49,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/c7iqap2mhpjvxfo9.webp
49,9,paragraph,"Một nhà hàng phong cách với những món ăn ngon nổi tiếng là điều không thể thiếu để chuyến đi thêm hoàn hảo. Nhà hàng với không gian mở tại ban công và thiết kế thanh lịch, trang nhã là một điểm nhấn đặc biệt của du thuyền Rosy. Bữa tối lãng mạn bên ánh nến lung linh dưới bầu trời sao như kim cương của vịnh Lan Hạ không còn là điều ước trong câu chuyện cổ tích của nàng công chúa khi bạn chọn du thuyền Rosy"
49,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/9l7ky8qyro5ixcu7.webp
49,11,paragraph,"Với hải trình 2 ngày 1 đêm, bạn sẽ có chuyến nghỉ dưỡng trên biển và nhiều trải nghiệm mới lạ trong hành trình khám phá trên du thuyền Rosy Cruise.&nbsp;Bạn sẽ được tham gia các hoạt động chèo thuyền kayak, bơi lội trong làn nước xanh ngắt, tham gia lớp học nấu ăn, lớp học Tai Chi,... Ngoài ra, các tour đạp xe hoặc đi xe điện quanh làng chài Việt Hải, tìm hiểu cuộc sống người dân nơi đây và tham quan hang Sáng Tối một trong những hang động lớn và đẹp nhất làm nên thương hiệu của vịnh Lan Hạ.<br>"
49,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/hzamajomx64bp4e1.webp
49,13,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rosy1/blog/3s6inmk2blet75dr.webp
50,1,paragraph,"Sau thời gian nâng cấp toàn diện, du thuyền Jade Sail chạy hải trình 8 tiếng đã chính thức hoạt động trở lại trong mùa hè 2023 với một diện mạo hoàn toàn mới. Sở hữu thiết kế sang trọng, được trang bị nội thất hiện đại cùng hàng loạt tiện ích như: Bể sục jacuzzi, cầu nhảy, sundeck, nhà hàng, quầy bar,....  Jade Sails Day Cruise hứa hẹn sẽ đem tới cho du khách một trải nghiệm hoàn toàn mới mẻ và đáng nhớ trong hải trình thăm vịnh di sản."
50,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-jade-sails/blog/e5aymte7npri1wpg.webp
50,3,paragraph,"Không chỉ mang đến một chuyến du thuyền sang trọng đạt tiêu chuẩn an toàn cao nhất mà còn là một trải nghiệm hoàn toàn độc đáo với hành trình được nghiên cứu kỹ lưỡng, dịch vụ chu đáo, trang trí chân thực, đồ ăn ngon... Điều đó khiến kỳ nghỉ của du khách trở thành một trải nghiệm thực sự độc đáo và khó quên."
50,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-jade-sails/blog/xt3dplkamgol62bw.webp
50,5,paragraph,"Chỉ trong vòng 1 ngày, Quý khách sẽ được trải nghiệm tham quan 2 vịnh Hạ Long - Lan Hạ cùng đầy đủ các hoạt động như lịch trình của 2 ngày 1 đêm ( chèo kayak, bơi lội, tham quan hang động,...), vừa tận dụng được thời gian lại tiết kiệm được chi phí.&nbsp;"
50,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-jade-sails/blog/f2bf1r5vi0ok6077.webp
51,1,paragraph,"Nối tiếp hành trình 5 sao tại kỳ quan Vịnh Hạ Long, Ambassador Singanture sẽ đem làn gió mới cho trải nghiệm nghỉ dưỡng tại Vịnh Lan Hạ. Sở hữu thiết kế tinh tế, trang nhã với điểm nhấn ban công riêng tư hướng vịnh, cùng nhiều tiện nghi cao cấp, hiện đại, 39 cabin trên Ambassador Signature không chỉ là nơi thư giãn lý tưởng mà còn mang đến cho du khách những trải nghiệm gắn kết với thiên nhiên thật “chill”.Thu sang mát mẻ là dịp lý tưởng để cùng bạn bè và người thân tận hưởng kỳ nghỉ trên vịnh Lan Hạ."
51,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-signature-lanha/blog/g09scr60qszdat9a.webp
51,3,paragraph,"Hải trình mới nhất Ambassador mang đến cho khách hàng lần này mang tên “A Star is born - Một ngôi sao được sinh ra” - là định vị dành riêng cho du thuyền Ambassador Signature trên vịnh Lan Hạ với các điểm đến hấp dẫn bậc nhất: làng chài Việt Hải, hang Sáng Tối… cùng món quà đặc biệt là menu Micheline cho bữa tối thượng hạng!"
51,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-signature-lanha/blog/7zxactf3xc2bwph5.webp
51,5,paragraph,"Mỗi sản phẩm của Ambassador đều được tỉ mỉ, đc chăm chút , đc định vị dịch vụ chuẩn 5 sao quốc tế , luôn luôn thuyết phục được những khách hàng khó tính nhất...Mỗi trải nghiệm của Ambassador đều làm cho chúng tôi hoàn toàn thỏa mãn, chúng tôi yêu mến , trân quý tất cả tâm huyết đó..."
51,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-ambassador-signature-lanha/blog/0678qd5i0mzvfpy9.webp
52,1,paragraph,"Cảm nhận hơi thở của biển cả ở mọi ngóc ngách khi trải nghiệm hành trình khám phá Vịnh Hạ Long – Lan Hạ với&nbsp;<b>Du thuyền Aqua of the Seas</b>. Với thiết kế sang trọng gồm 4 tầng, du thuyền 5 sao&nbsp;<b>Aqua of the Seas</b>&nbsp;cung cấp 27 phòng nghỉ có sức chứa tổng cộng 60 hành khách. Đặc biệt các phòng đều có ban công riêng rộng rãi và cửa sổ kính lớn giúp cho hệ thống ánh sáng tự nhiên luôn tràn ngập trong phòng.&nbsp;"
52,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-aqua-of-the-seas/blog/vsbjiaw8mc9z730q.webp
52,3,paragraph,"Điểm nhấn nổi bật của Du thuyền Aqua of the Seas là hai nhà hàng sang trọng với tổng diện tích 300m2. Nằm ở tầng 1 là Nhà hàng Aqua với diện tích 180m2, sức chứa 81 khách. Trong khi đó, nhà hàng Diamond tại tầng 3 có diện tích nhỏ hơn với diện tích 120m2 dành cho 40 khách. Cả hai nơi đều được thiết kế đẹp mắt với sàn và nội thất bằng gỗ tự nhiên, tạo nên một không gian hoàn hảo cho những bữa tối lãng mạn."
52,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-aqua-of-the-seas/blog/glazinsq2rmlhrjk.webp
52,5,paragraph,"Giống như các du thuyền mới khác, Du thuyền Aqua of the Seas được thiết kế và trang bị rất nhiều tiện ích sang trọng hiện đại, giúp du khách của mọi lứa tuổi luôn cảm thấy thích thú trong suốt hành trình. Hãy dành thời gian tại phòng Spa với các liệu pháp massage thư giãn, đọc sách trong phòng thư viện, vui đùa cùng các bạn nhỏ tại khu vui chơi trẻ em hay ngâm mình thư giãn dưới làn nước mát lạnh của bồn sục Jacuzzi tại tầng 3."
52,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-aqua-of-the-seas/blog/6p2yugsci4k27cxk.webp
53,1,paragraph,"Trong suốt hành trình, La Casta Daily Cruise sẽ đưa bạn đến những thắng cảnh đẹp nhất của Di sản Thế giới - Vịnh Hạ Long bao gồm hang Sửng Sốt, hang Luồn và đảo Ti Tốp. Đây cũng là những điểm đến thường gặp nằm trong lịch trình 2 ngày của các du thuyền khác."
53,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la-casta-day-cruise/blog/bymlc0p8szpficdt.webp
53,3,paragraph,"Hòa mình vào làn nước trong xanh của bể bơi 4 mùa, tận hưởng những phút giây thư giãn đầy sảng khoái với hệ thống sục khí massage hiện đại.&nbsp;Các hoạt động vui chơi, khám phá như tắm biển, chinh phục đảo Titov, chèo thuyền Kayak&nbsp;tại hang Luồn, ngắm cảnh Vịnh Hạ Long từ trên cao hứa hẹn sẽ mang đến những phút giây giải trí thú vị cho quý khách."
53,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la-casta-day-cruise/blog/y17qcu4z4xgv7ffk.webp
53,5,paragraph,"Khung cảnh chiều hoàng hôn lãng mạn buông xuống trên Vịnh Hạ Long vô cùng chill khi ngắm nhìn từ sundeck của du thuyền 5 sao&nbsp;<a href=""https://www.facebook.com/profile.php?id=100059675389411&amp;__cft__%5B0%5D=AZU1nvyDf2l56VnwcLTdcan9c7Wa8UvMQoc4Iuc2l_yqK1HIHd8ed71HbNHNRY33aPKUNveOVOiJHXtUEjGLrAksmRRT2P8tBiZAM4U3qqEzWxbMr8zwd7JkAua3zlX6LhFdel8dyBBQeSnqKvXTEGrXnTibrNRgFnET8TpnfHnBdbJmpYg08IFK0oQO21_Wddg&amp;__tn__=-%5DK-R"">La Casta Daily Cruis</a>e, cùng với lý rượu vang hảo hạn và các loại thức uống được chuẩn bị riêng trên du thuyền (dịch vụ bổ xung theo yêu cầu)"
53,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la-casta-day-cruise/blog/wecw2bn0m89v6rvr.webp
54,1,paragraph,"Du thuyền Verduce Lotus Luxury lấy cảm hứng từ sự sáng tạo trong thiết kế và vẻ đẹp tinh tế của Hoa sen - Quốc hoa của Việt Nam là loài hoa vĩnh cửu được được yêu mến, nâng niu và gần gũi, đặc biệt trong Phật giáo, hoa sen là cũng được dùng làm chỗ ngồi của Đức Phật."
54,2,paragraph,"<a href=""https://www.facebook.com/hashtag/verdure_lotus_cruises?__eep__=6&amp;__cft__[0]=AZWYMT6f4o9s_rjX9L-kjUJTZ2yTnfMlITaxS5kQjNfpmaTEx57Nh5Bj_LhYP7FhoealjmDKLGtfsAzYl3ZkIqYlmAZTyZHsA9RYANosKTX155LiPQrFw_NtR0OBu6M5nIrRQyY2VXnt2fHinZy7ysUbf6_qzUUqsXYXDGpQyvh5UPwUsHWBGF_Pty8SMSF7UD8&amp;__tn__=*NK-R"">Verdure Lotu</a>s&nbsp;Luxury là sản phẩm kết hợp giữa tinh hoa truyền thống của hoàng gia Việt Nam và phong cách tân cổ điển của Pháp . Du thuyền có tính thẩm mỹ cao, gắn liền với nhiều văn hóa truyền thống của Việt Nam và pha trộn với sự sang trọng của châu Âu để tạo ra một vẻ đẹp tinh tế, thanh lịch và sâu sắc. Màu xanh của lá sen là nổi bật nhất, các màu khác dường như làm nền, tăng thêm độ sắc nét màu xanh da trời. Được thiết kế vỏ bằng thép, nội thất sử dụng nhiều gỗ mộc mạc, đá tự nhiên… với nhiều cây xanh tạo cho du khách cảm giác vẻ đẹp mộc mạc, gần gũi với thiên nhiên trong các hoạt động của du thuyền.&nbsp;&nbsp;"
54,3,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-luxury/blog/zr4uvq1clu7qzb4r.webp
54,4,paragraph,"Du thuyền được thiết kế là một bông Hoa Sen Xanh với nhiều cánh hoa xếp chồng lên nhau, từ buồng lái, giếng trời đón ánh sáng, không gian trong và ngoài, các họa tiết thể hiện, bố cục sắp xếp, hệ thống ánh sáng, trang trí, những mảng trần, mảng ốp tường bằng gỗ, thậm chí hình dáng một số đồ vật tiêu biểu phục vụ khách như ghế sofa, bát đĩa ăn, cửa sổ,… đều mang dấu ấn của hoa Sen.&nbsp;"
54,5,paragraph,"Với số lượng 18 phòng  lưu trú sang trọng có ban công và view toàn cảnh, nội thất&nbsp; hiện đại, tinh tế; trang thiết bị trong phòng đạt tiêu chuẩn 5 sao. Du khách chắc chắn sẽ cảm thấy được tận hưởng dịch vụ tốt nhất trong hành trình khám phá vịnh Hạ Long, Lan Hạ."
54,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-luxury/blog/ndi2qn0v83pg96e5.webp
54,7,paragraph,"Nhà hàng được thiết kế theo phong cách tân hiện đại, với sức chứa lên đến 48 khách. Các món ăn đậm đà hương vị, hấp dẫn, trang trí tinh xảo,  tỉ mỉ, và nhiều sự lựa chọn (gọi theo món hay Buffet) theo phong cách Á- Âu của các đầu bếp tài ba sẽ đáp ứng được nhu cầu của đa dạng của khách hàng trong và ngoài nước."
54,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-luxury/blog/mc5jf68vx6z2pt8q.webp
54,9,paragraph,"Nằm trên tầng thượng cao nhất của du thuyền. Từ đây, du khách có thể chiêm ngưỡng toàn bộ vịnh Hạ Long lúc bình minh buổi sáng hay lúc hoàng hôn buông xuống tuyệt đẹp.  Trải nghiệm chụp ảnh cá nhân, tập thể với những bức ảnh đẹp ấn tượng từ nhiều góc của boong tàu."
54,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-luxury/blog/mo3jahblq7lnhqct.webp
54,11,paragraph,"Chuyến đi nghỉ dưỡng của Du thuyền&nbsp;<a href=""https://www.facebook.com/hashtag/verdure_lotus_cruises?__eep__=6&amp;__cft__[0]=AZWYMT6f4o9s_rjX9L-kjUJTZ2yTnfMlITaxS5kQjNfpmaTEx57Nh5Bj_LhYP7FhoealjmDKLGtfsAzYl3ZkIqYlmAZTyZHsA9RYANosKTX155LiPQrFw_NtR0OBu6M5nIrRQyY2VXnt2fHinZy7ysUbf6_qzUUqsXYXDGpQyvh5UPwUsHWBGF_Pty8SMSF7UD8&amp;__tn__=*NK-R"">Verdure Lotu</a>s&nbsp;Luxury sẽ đưa quý khách đến những nơi nhiều cảnh đẹp. Du ngoạn qua những hòn đảo nhỏ xinh đẹp từ bến Cảng Tuần Châu - Hạ Long. Với sức chứa 48 hành khách&nbsp;Du Thuyền sẽ đưa du khách khám phá một hành trình ngoạn mục qua khung cảnh thơ mộng của Vịnh Hạ Long."
55,1,paragraph,Du thuyền Sea Octopus&nbsp;ra đời mang sứ mệnh đem đến cho du khách những hành trình trong lòng kỳ quan với trải nghiệm tròn trịa nhất: thưởng thức tinh hoa ẩm thực tại cực phẩm du thuyền với khung cảnh nên thơ cùng dịch vụ hoàn hảo. test
55,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/xt1j98j6ygqxtbm1.webp
55,3,paragraph,Với dịch vụ đẳng cấp được phục vụ bởi đội ngũ thuyền viên chuyên nghiệp đảm bảo sẽ mang đến trải nghiệm tuyệt vời có một không hai&nbsp;
55,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/p2uaz5ojqho4pgno.webp
55,5,paragraph,"Sea Octopus sẽ là du thuyền ẩm thực độc quyền duy nhất trên vịnh Hạ Long đem đến cho du khách những cuộc du ngoạn khiến du khách lưu giữ mãi không chỉ ở thị giác, khứu giác, thính giác mà còn là vị giác. Sea Octopus là du thuyền ẩm thực 5 sao đặc biệt tập trung nhiều vào việc thỏa mãn mọi giác quan và vị giác của bạn. "
55,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/k2cm3jowlm4uqolv.webp
55,7,paragraph,"Chuyến du thuyền trong ngày có nhiều loại trang thiết bị sang trọng và tiện nghi hiện đại để mang đến cho bạn trải nghiệm chỉ có một lần trong đời tại khu di sản: 2 nhà hàng, 3 phòng ăn VIP, 1 quầy bar &amp; sảnh khách, 2 hiên tắm nắng rộng rãi"
55,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/d7rj8gck3xogh7x2.webp
55,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/4p5qex31n22holxl.webp
55,10,paragraph,Ngoài ra trên du thuyền còn có các hoạt động sôi động bởi DJ chuyên nghiệp hay các show âm nhạc với các ca sĩ nổi tiếng
55,11,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/jpq1adl61enn7v8t.webp
55,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/i0szytjpg7uddxtj.webp
55,13,paragraph,"Với hành trình kéo dài 7 giờ, bạn sẽ tận hưởng chuyến đi trong ngày khám phá những điểm nổi bật nổi tiếng của Vịnh Hạ Long như những người đi du lịch 2 ngày, như Hang Sửng Sốt, Đảo Titov và Hang Luồn<br>"
55,14,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-seaoctopus/blog/mtumtbldfe5oryjj.webp
56,1,paragraph,"Toàn bộ &nbsp;cabin sang trọng trên du thuyền M’Gloria Cruise được thiết kế rất sang trọng, lịch sự đầy đủ trang thiết bị tiện nghi hiện đại sẽ tạo nên một không gian ấm áp và trải nghiệm tiện nghi khi đón tiếp khách hàng. Từ cửa sổ kính trong suốt và ban công riêng rộng rãi, bạn có thể tận hưởng vẻ đẹp tuyệt vời của Vịnh Hạ Long và không khí trong lành từ bình minh đến hoàng hôn."
56,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyền-M'Gloria Cruise/blog/phia3172fl40sjys.webp
56,3,paragraph,"<br>Du thuyền M'Gloria mang đến trải nghiệm trên vịnh Lan Hạ cho những du khách mong muốn trải nghiệm vẻ đẹp thiên nhiên, thư giãn của di sản thế giới với dãy núi đá vôi, làn nước trong xanh cùng những giây phút khó quên. Hơn nữa, bạn còn có cơ hội chèo thuyền Kayak hoặc ngồi thuyền nan giữa những hòn đảo đá lung linh nổi nên giữa vịnh."
56,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyền-M'Gloria Cruise/blog/7yj99obbqs915wct.webp
56,5,paragraph,<br>Nhà hàng của du thuyền M'Gloria Cruise với quy mô khá rộng rãi. Các món ăn được chế biến công phu từ bàn tay tài hoa của các đầu bếp năm sao đem lại hương vị tuyệt đỉnh khiến quý khách không thể nào quên.
56,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyền-M'Gloria Cruise/blog/q5vxeg3xbx6btook.webp
56,7,paragraph,"M'Gloria Cruise có quầy bar với nhân viên pha chế chuyên nghiệp, cùng đồ uống đa dạng, đặc sắc phù hợp với khẩu vị và sở thích của nhiều du khách đến từ những nơi khác nhau đảm bảo sẽ làm hài lòng bạn."
56,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyền-M'Gloria Cruise/blog/7ukvimowbug2srqz.webp
57,1,paragraph,"Du thuyền Verdure Lotus Premium lấy cảm hứng từ sự sáng tạo trong thiết kế và vẻ đẹp tinh tế của Hoa sen - Quốc hoa của Việt Nam là loài hoa vĩnh cửu được được yêu mến, nâng niu và gần gũi, đặc biệt trong Phật giáo, hoa sen là cũng được dùng làm chỗ ngồi của Đức Phật."
57,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-premium/blog/sns65flefmr31pi1.webp
57,3,paragraph,"<a href=""https://www.facebook.com/hashtag/verdure_lotus_cruises?__eep__=6&amp;__cft__%5B0%5D=AZWYMT6f4o9s_rjX9L-kjUJTZ2yTnfMlITaxS5kQjNfpmaTEx57Nh5Bj_LhYP7FhoealjmDKLGtfsAzYl3ZkIqYlmAZTyZHsA9RYANosKTX155LiPQrFw_NtR0OBu6M5nIrRQyY2VXnt2fHinZy7ysUbf6_qzUUqsXYXDGpQyvh5UPwUsHWBGF_Pty8SMSF7UD8&amp;__tn__=*NK-R"">Verdure Lotu</a>s&nbsp;Premium là sản phẩm kết hợp giữa tinh hoa truyền thống của hoàng gia Việt Nam và phong cách tân cổ điển của Pháp . Du thuyền có tính thẩm mỹ cao, gắn liền với nhiều văn hóa truyền thống của Việt Nam và pha trộn với sự sang trọng của châu Âu để tạo ra một vẻ đẹp tinh tế, thanh lịch và sâu sắc. Màu xanh của lá sen là nổi bật nhất, các màu khác dường như làm nền, tăng thêm độ sắc nét màu xanh da trời. Được thiết kế vỏ bằng thép, nội thất sử dụng nhiều gỗ mộc mạc, đá tự nhiên… với nhiều cây xanh tạo cho du khách cảm giác vẻ đẹp mộc mạc, gần gũi với thiên nhiên trong các hoạt động của du thuyền."
57,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-premium/blog/dgnsn5v62dewhkjq.webp
57,5,paragraph,"Du thuyền được thiết kế là một bông Hoa Sen Xanh với nhiều cánh hoa xếp chồng lên nhau, từ buồng lái, giếng trời đón ánh sáng, không gian trong và ngoài, các họa tiết thể hiện, bố cục sắp xếp, hệ thống ánh sáng, trang trí, những mảng trần, mảng ốp tường bằng gỗ, thậm chí hình dáng một số đồ vật tiêu biểu phục vụ khách như ghế sofa, bát đĩa ăn, cửa sổ,… đều mang dấu ấn của hoa Sen."
57,6,paragraph,"Với số lượng 18 phòng lưu trú sang trọng có ban công và view toàn cảnh, nội thất&nbsp; hiện đại, tinh tế; trang thiết bị trong phòng đạt tiêu chuẩn 5 sao. Du khách chắc chắn sẽ cảm thấy được tận hưởng dịch vụ tốt nhất trong hành trình khám phá vịnh Hạ Long, Lan Hạ."
57,7,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-premium/blog/gndgtnch0url9x03.webp
57,8,paragraph,"Nhà hàng được thiết kế theo phong cách tân hiện đại, với sức chứa lên đến 48 khách. Các món ăn đậm đà hương vị, hấp dẫn, trang trí tinh xảo, tỉ mỉ, và nhiều sự lựa chọn (gọi theo món hay Buffet) theo phong cách Á- Âu của các đầu bếp tài ba sẽ đáp ứng được nhu cầu của đa dạng của khách hàng trong và ngoài nước."
57,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-premium/blog/d40cmv6ok7ow9yc7.webp
57,10,paragraph,"Nằm trên tầng thượng cao nhất của du thuyền. Từ đây, du khách có thể chiêm ngưỡng toàn bộ vịnh Hạ Long lúc bình minh buổi sáng hay lúc hoàng hôn buông xuống tuyệt đẹp. Trải nghiệm chụp ảnh cá nhân, tập thể với những bức ảnh đẹp ấn tượng từ nhiều góc của boong tàu."
